CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.21, Heart transplant rejection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.22, Heart transplant failure
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.23, Heart transplant infection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.290, Cardiac allograft vasculopathy
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.31, Heart-lung transplant rejection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.32, Heart-lung transplant failure
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.33, Heart-lung transplant infection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z48.21, Encounter for aftercare following heart transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z48.280, Encounter for aftercare following heart-lung transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z94.1, Heart transplant status
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.50, Meningococcal carditis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.51, Meningococcal endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.52, Meningococcal myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.02, Syphilitic aortitis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.03, Syphilitic endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.06, Other syphilitic heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A54.83, Gonococcal heart infection
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A78, Q fever
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.20, Viral carditis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.21, Viral endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.22, Viral myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B37.6, Candidal endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B39.4, Histoplasmosis capsulati, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B39.5, Histoplasmosis duboisii
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.0, Acute Chagas' disease with heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.2, Chagas' disease (chronic) with heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C38.0, Malignant neoplasm of heart
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C45.2, Mesothelioma of pericardium
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D15.1, Benign neoplasm of heart
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.85, Sarcoid myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E51.11, Dry beriberi
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E51.12, Wet beriberi
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E64.9, Sequelae of unspecified nutritional deficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.01, von Gierke disease
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.02, Pompe disease
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.03, Cori disease
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E74.04, McArdle disease
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.01, Hurler's syndrome
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.02, Hurler-Scheie syndrome
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.03, Scheie's syndrome
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.1, Mucopolysaccharidosis, type II
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.210, Morquio A mucopolysaccharidoses
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.211, Morquio B mucopolysaccharidoses
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.219, Morquio mucopolysaccharidoses, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.22, Sanfilippo mucopolysaccharidoses
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.29, Other mucopolysaccharidoses
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.3, Mucopolysaccharidosis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.8, Other disorders of glucosaminoglycan metabolism
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E76.9, Glucosaminoglycan metabolism disorder, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E84.0, Cystic fibrosis with pulmonary manifestations
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.1, Neuropathic heredofamilial amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.2, Heredofamilial amyloidosis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.3, Secondary systemic amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.4, Organ-limited amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.81, Light chain (AL) amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.82, Wild-type transthyretin-related (ATTR) amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.89, Other amyloidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E85.9, Amyloidosis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E88.81, Metabolic syndrome
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, E88.9, Metabolic disorder, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, G11.1, Early-onset cerebellar ataxia
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, G71.0, Muscular dystrophy
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, G71.11, Myotonic muscular dystrophy
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I05.0, Rheumatic mitral stenosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I05.1, Rheumatic mitral insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I05.2, Rheumatic mitral stenosis with insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I05.8, Other rheumatic mitral valve diseases
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I05.9, Rheumatic mitral valve disease, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I06.0, Rheumatic aortic stenosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I06.1, Rheumatic aortic insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I06.2, Rheumatic aortic stenosis with insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I06.8, Other rheumatic aortic valve diseases
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I06.9, Rheumatic aortic valve disease, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I07.0, Rheumatic tricuspid stenosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I07.1, Rheumatic tricuspid insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I07.2, Rheumatic tricuspid stenosis and insufficiency
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.0, Rheumatic disorders of both mitral and aortic valves
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.1, Rheumatic disorders of both mitral and tricuspid valves
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.2, Rheumatic disorders of both aortic and tricuspid valves
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.3, Combined rheumatic disorders of mitral, aortic and tricuspid valves
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.8, Other rheumatic multiple valve diseases
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, I08.9, Rheumatic multiple valve disease, unspecified
