CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, R93.8, Abnormal findings on diagnostic imaging of other specified body structures
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.01XA, Breakdown (mechanical) of heart valve prosthesis, initial encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.01XD, Breakdown (mechanical) of heart valve prosthesis, subsequent encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.01XS, Breakdown (mechanical) of heart valve prosthesis, sequela
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.02XA, Displacement of heart valve prosthesis, initial encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.02XD, Displacement of heart valve prosthesis, subsequent encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.02XS, Displacement of heart valve prosthesis, sequela
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.03XA, Leakage of heart valve prosthesis, initial encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.03XD, Leakage of heart valve prosthesis, subsequent encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.03XS, Leakage of heart valve prosthesis, sequela
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.09XA, Other mechanical complication of heart valve prosthesis, initial encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.09XD, Other mechanical complication of heart valve prosthesis, subsequent encounter
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T82.09XS, Other mechanical complication of heart valve prosthesis, sequela
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.20, Unspecified complication of heart transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.21, Heart transplant rejection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.22, Heart transplant failure
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.23, Heart transplant infection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.290, Cardiac allograft vasculopathy
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.298, Other complications of heart transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.30, Unspecified complication of heart-lung transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.31, Heart-lung transplant rejection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.32, Heart-lung transplant failure
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.33, Heart-lung transplant infection
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, T86.39, Other complications of heart-lung transplant
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z09, Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z86.711, Personal history of pulmonary embolism
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z86.718, Personal history of other venous thrombosis and embolism
93461, R&l hrt art/ventricle angio<<<wut>>>CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED, CATHETER PLACEMENT(S) IN BYPASS GRAFT(S) (INTERNAL MAMMARY, FREE ARTERIAL, VENOUS GRAFTS) WITH BYPASS GRAFT ANGIOGRAPHY, Z94.1, Heart transplant status
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.50, Meningococcal carditis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.51, Meningococcal endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A39.52, Meningococcal myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.02, Syphilitic aortitis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.03, Syphilitic endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A52.06, Other syphilitic heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A54.83, Gonococcal heart infection
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A78, Q fever
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.20, Viral carditis, unspecified
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.21, Viral endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B33.22, Viral myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B37.6, Candidal endocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.0, Acute Chagas' disease with heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, B57.2, Chagas' disease (chronic) with heart involvement
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C38.0, Malignant neoplasm of heart
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, C45.2, Mesothelioma of pericardium
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D15.1, Benign neoplasm of heart
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.0, Sarcoidosis of lung
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.1, Sarcoidosis of lymph nodes
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.2, Sarcoidosis of lung with sarcoidosis of lymph nodes
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.3, Sarcoidosis of skin
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.81, Sarcoid meningitis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.82, Multiple cranial nerve palsies in sarcoidosis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.83, Sarcoid iridocyclitis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.84, Sarcoid pyelonephritis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.85, Sarcoid myocarditis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.86, Sarcoid arthropathy
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.87, Sarcoid myositis
93452, Left hrt cath w/ventrclgrphy<<<wut>>>LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, D86.89, Sarcoidosis of other sites
